ID,City,state_name,state_abbr,Country,year,population,longitude,latitude,Walking,Cycling,Active,Bus,Car,IncomeGroup,Region,LastObservation,metro_names,DataSource,DataLink
ID0630,Vorarlberg Land,,,Austria,2017,375282,9.9330000,47.4000000,0.180000,0.160000,0.340000,0.140000,0.520000,High income,Europe & Central Asia,YES,,Mobilitätserhebung Vorarlberg 2017,https://vorarlberg.at/documents/302033/472144/Verkehrsbefragungkontiv2017.pdf/8a3127a1-7583-112b-0ed0-bd6143b734e1?t=1616166076423
ID0155,Dhaka,,,Bangladesh,2009,19578000,90.3800000,27.7800000,0.190000,0.390000,0.580000,0.290000,0.130000,Lower middle income,South Asia,YES,,Dhaka mobility study,https://www.researchgate.net/publication/350471621_Transport_Mobility_in_Bangladesh-A_Case_Study_of_Dhaka_City
ID0552,Singra,,,Bangladesh,2010,320818,89.1400000,24.5100000,0.170000,0.080000,0.250000,0.500000,0.250000,Lower middle income,South Asia,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0421,Minsk,,,Belarus,2016,1949000,27.5500000,53.8800000,0.134021,0.010309,0.144330,0.649485,0.206186,Upper middle income,Europe & Central Asia,YES,,Mobility Minsk,https://web.archive.org/web/20160922131318/http://news.tut.by/society/513013.html
ID0030,Antwerp,,,Belgium,2010,506000,4.4170000,51.2110000,0.200000,0.230000,0.430000,0.160000,0.410000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0031,Antwerp,,,Belgium,2008,483505,4.4170000,51.2110000,0.200000,0.230000,0.430000,0.170000,0.400000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0108,Brugge,,,Belgium,2011,117000,3.2280000,51.2160000,0.108911,0.277228,0.386140,0.178220,0.435640,High income,Europe & Central Asia,YES,,Piling up or Packaging Policies? An Ex-Post Analysis of Modal Shift in Four Cities,https://www.mdpi.com/1996-1073/11/6/1400/htm
ID0109,Brugge,,,Belgium,2008,116741,3.2280000,51.2160000,0.110000,0.250000,0.360000,0.130000,0.510000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0110,Brussels,,,Belgium,2010,171459,4.3470000,50.8560000,0.250000,0.030000,0.280000,0.280000,0.440000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0111,Brussels,,,Belgium,2008,157673,4.3470000,50.8560000,0.090000,0.050000,0.140000,0.340000,0.520000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0003,Brussels Capital Region,,,Belgium,2008,1100000,4.3470000,50.8560000,0.030000,0.020000,0.050000,0.480000,0.470000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0126,Charleroi,,,Belgium,2008,202598,4.4440000,50.4120000,0.030000,0.010000,0.040000,0.120000,0.840000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0237,Genk,,,Belgium,2000,65000,5.5030000,50.9640000,0.050000,0.100000,0.150000,0.150000,0.700000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0242,Ghent,,,Belgium,2012,251000,3.7210000,51.0510000,0.240000,0.200000,0.440000,0.090000,0.470000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0243,Ghent,,,Belgium,2009,243000,3.7210000,51.0510000,0.180000,0.140000,0.320000,0.080000,0.600000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0244,Ghent,,,Belgium,2008,243366,3.7210000,51.0510000,0.130000,0.150000,0.280000,0.090000,0.630000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0241,Ghent,,,Belgium,2018,248000,3.7210000,51.0510000,0.128713,0.326733,0.455446,0.148515,0.396040,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
ID0286,Hasselt,,,Belgium,2000,68353,5.3390000,50.9300000,0.060000,0.110000,0.170000,0.050000,0.780000,High income,Europe & Central Asia,YES,,ELTIS - The Urban Mobility Observatory,https://www.eltis.org/it/node/47975
ID0337,Kortrijk,,,Belgium,2011,75623,3.2670000,50.8240000,0.158416,0.237624,0.396040,0.148510,0.455450,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0365,Leuven,,,Belgium,2001,88559,4.7020000,50.8790000,0.170000,0.170000,0.340000,0.150000,0.510000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0367,Liege,,,Belgium,2008,192504,5.5800000,50.6330000,0.060000,0.020000,0.080000,0.160000,0.760000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0439,Namur,,,Belgium,2008,108950,4.8660000,50.4650000,0.060000,0.020000,0.080000,0.220000,0.700000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0347,La Paz,,,Bolivia,2014,766468,-68.1100000,-16.4900000,NA,NA,0.190000,0.750000,0.060000,Lower middle income,Latin America & Caribbean,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0057,Belo Horizonte,,,Brazil,2016,2722000,-43.9900000,-19.9200000,NA,NA,0.350000,0.280000,0.370000,Upper middle income,Latin America & Caribbean,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0144,Curitiba,,,Brazil,2016,1982000,-49.2700000,-25.4500000,0.200000,0.050000,0.250000,0.450000,0.300000,Upper middle income,Latin America & Caribbean,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0213,Florianópolis,,,Brazil,2015,508826,-48.5100000,-27.6000000,NA,NA,0.260000,0.260000,0.480000,Upper middle income,Latin America & Caribbean,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0447,Niterói,,,Brazil,2015,513317,-43.0900000,-22.9100000,0.270000,0.040000,0.310000,0.450000,0.240000,Upper middle income,Latin America & Caribbean,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0515,Rio de Janeiro,,,Brazil,2012,13293000,-43.3700000,-22.8900000,0.290000,0.030000,0.320000,0.430000,0.250000,Upper middle income,Latin America & Caribbean,YES,,Monografia UFRJ,https://www.researchgate.net/publication/327110472_Bus_transport_network_analysis_in_Rio_de_Janeiro_based_on_topological_models_using_Social_Networks
ID0536,São Paulo,,,Brazil,2017,21650000,-46.6400000,-23.6200000,0.320000,0.010000,0.330000,0.360000,0.310000,Upper middle income,Latin America & Caribbean,YES,,Mobility survey Sao Paulo,https://www.prefeitura.sp.gov.br/cidade/secretarias/upload/2019_07_30_OD2017_UMAPAZ_1.pdf
ID0029,Antonovo,,,Bulgaria,2014,1700,26.1610000,43.1510000,0.400000,0.020000,0.420000,0.130000,0.450000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0040,Balchik,,,Bulgaria,2013,12755,28.1600000,43.4120000,0.287129,0.089109,0.376240,0.158420,0.465350,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0117,Burgas,,,Bulgaria,2011,190830,27.4690000,42.4930000,0.220000,0.080000,0.300000,0.340000,0.360000,Upper middle income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0116,Burgas,,,Bulgaria,2016,190830,27.4690000,42.4930000,0.020000,0.030000,0.050000,0.370000,0.580000,Upper middle income,Europe & Central Asia,YES,,Local Governments for Sustainability - ICLEI,https://iclei.org/ 
ID0285,Haskovo,,,Bulgaria,2013,74826,25.5590000,41.9310000,0.310000,0.050000,0.360000,0.120000,0.520000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0319,Kardjali,,,Bulgaria,2013,67460,25.3720000,41.6300000,0.340000,0.030000,0.370000,0.170000,0.460000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0329,Kavarna,,,Bulgaria,2013,12669,28.3490000,43.4280000,0.300000,0.100000,0.400000,0.200000,0.400000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0425,Montana,,,Bulgaria,2014,55209,23.2280000,43.4130000,0.400000,0.010000,0.410000,0.180000,0.410000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0492,Pleven,,,Bulgaria,2011,106854,24.6190000,43.4100000,0.570000,0.010000,0.580000,0.210000,0.210000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0508,Razlog,,,Bulgaria,2013,11960,23.4720000,41.8860000,0.250000,0.050000,0.300000,0.220000,0.480000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0525,Ruse,,,Bulgaria,2012,148502,25.9600000,43.8430000,0.440000,0.020000,0.460000,0.210000,0.330000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0554,Sofia,,,Bulgaria,2010,1400000,23.3430000,42.6960000,0.140000,0.030000,0.170000,0.320000,0.510000,Upper middle income,Europe & Central Asia,YES,,World Bank - Sofia-Bulgaria,"https://www.ssatp.org/sites/ssatp/files/publications/Toolkits/Fares%20Toolkit%20content/case-studies/sofia,-bulgaria.html#:~:text=Modal%20split%20for%20personal%20mobility,modes%20in%20the%20official%20statistics."
ID0555,Sofia,,,Bulgaria,2001,1400000,23.3430000,42.6960000,0.120000,0.010000,0.130000,0.350000,0.520000,Upper middle income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0559,Stara Zagora,,,Bulgaria,2011,140303,25.6320000,42.4220000,0.330000,0.020000,0.350000,0.250000,0.400000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0608,Varna,,,Bulgaria,2011,343602,27.9050000,43.1900000,0.287129,0.009901,0.297030,0.227720,0.475250,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0611,Veliko Tarnovo,,,Bulgaria,2011,71412,25.6150000,43.0780000,0.130000,0.020000,0.150000,0.200000,0.650000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0631,Vratza,,,Bulgaria,2013,60692,23.7640000,43.3960000,0.240000,0.010000,0.250000,0.200000,0.550000,Upper middle income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0120,Calgary,,,Canada,2016,1318000,-114.0600000,51.0900000,0.047000,0.015000,0.062000,0.144000,0.794000,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0184,Edmonton,,,Canada,2016,969000,-113.4800000,55.5300000,0.037000,0.010000,0.047000,0.113000,0.840000,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0272,Halifax,,,Canada,2016,425000,-63.5900000,44.6500000,0.080808,0.010101,0.090909,0.121212,0.787879,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0277,Hamilton,,,Canada,2016,561000,-79.8600000,43.2300000,0.040404,0.010101,0.050505,0.101010,0.848485,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0428,Montreal,,,Canada,2016,1763000,-73.5300000,45.2400000,0.050505,0.020202,0.070707,0.222222,0.707071,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0472,Ottawa,,,Canada,2016,973000,-75.7300000,45.4100000,0.080000,0.020000,0.100000,0.180000,0.720000,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0503,Quebec City,,,Canada,2016,539000,-71.2200000,46.8200000,0.020202,0.060606,0.080808,0.111111,0.808081,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0586,Toronto,,,Canada,2016,6082000,-79.5100000,43.6500000,0.051020,0.010204,0.061224,0.244898,0.693878,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0605,Vancouver,,,Canada,2016,670000,-123.1000000,49.2500000,0.071429,0.020408,0.091837,0.204082,0.704082,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0615,Victoria (CMA),,,Canada,2016,87320,-123.3500000,48.4600000,0.102041,0.071429,0.173469,0.112245,0.714286,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0640,Winnipeg,,,Canada,2016,735000,-97.1400000,49.9100000,0.050000,0.020000,0.070000,0.140000,0.790000,High income,North America,YES,,Census Profile Canada,https://www12.statcan.gc.ca/census-recensement/2016/dp-pd/prof/index.cfm
ID0535,Santiago,,,Chile,2012,6900000,-70.6600000,-33.4700000,0.367804,0.042644,0.410448,0.315565,0.273987,Upper middle income,Latin America & Caribbean,YES,,Mobility survey Santiago,http://www.sectra.gob.cl/biblioteca/detalle1.asp?mfn=3253
ID0056,Beijing,,,China,2011,19618000,116.4000000,39.8700000,0.210000,0.320000,0.530000,0.260000,0.210000,Upper middle income,East Asia & Pacific,YES,,Beijing Yearbook 2011,http://nj.tjj.beijing.gov.cn/nj/main/2011-en/index.htm
ID0543,Shanghai,,,China,2009,25582000,121.5300000,31.2200000,0.270000,0.200000,0.470000,0.330000,0.200000,Upper middle income,East Asia & Pacific,YES,,Shanghai Yearbook 2009,https://tjj.sh.gov.cn/tjnj/zgsh/tjnj2009en.html
ID0079,Bogotá,,,Colombia,2019,7181000,-74.0800000,4.6400000,0.238523,0.065868,0.304390,0.361280,0.334330,Upper middle income,Latin America & Caribbean,YES,,EOD Bogotá,https://www.simur.gov.co/encuestas-de-movilidad
ID0081,Bogotá,,,Colombia,2015,7181000,-74.0800000,4.6400000,0.289903,0.044028,0.333930,0.333210,0.332860,Upper middle income,Latin America & Caribbean,NO,,EOD Bogotá,https://www.simur.gov.co/encuestas-de-movilidad
ID0080,Bogotá,,,Colombia,2008,7980000,-74.0800000,4.6400000,0.150000,0.020000,0.170000,0.640000,0.190000,Upper middle income,Latin America & Caribbean,NO,,EOD Bogotá,https://www.simur.gov.co/encuestas-de-movilidad
ID0408,Manizales,,,Colombia,2017,434000,-75.5100000,5.0700000,0.290843,0.010029,0.300870,0.280810,0.418310,Upper middle income,Latin America & Caribbean,YES,,Mobility survey Manizales 2017,https://www.infimanizales.com/wp-content/uploads/2018/06/Plan-Maestro-de-Movilidad-Manizales-PDF.pdf
ID0412,Medellín,,,Colombia,2017,4100000,-75.5700000,6.2600000,0.281250,0.010417,0.291670,0.354170,0.354170,Upper middle income,Latin America & Caribbean,YES,,Mobility survey AMVA 2017,https://www.metropol.gov.co/noticias/resultados-de-la-encuesta-movilidad-origen-y-destino-2017
ID0413,Medellín,,,Colombia,2012,4100000,-75.5700000,6.2600000,0.250235,0.065851,0.316090,0.347130,0.336780,Upper middle income,Latin America & Caribbean,NO,,Mobility survey AMVA 2012,https://www.metropol.gov.co/noticias/encuesta-origen-destino-2012
ID0649,Zagreb,,,Croatia,1998,779000,15.9630000,45.8060000,0.250000,0.010000,0.260000,0.370000,0.370000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0094,Breclav,,,Czech Republic,2001,25012,16.8770000,48.8000000,0.350000,0.260000,0.610000,0.240000,0.150000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0105,Brno,,,Czech Republic,2014,377440,16.5980000,49.2030000,0.060000,0.020000,0.080000,0.530000,0.390000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0106,Brno,,,Czech Republic,2001,404345,16.5980000,49.2030000,0.200000,0.020000,0.220000,0.630000,0.150000,High income,Europe & Central Asia,NO,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0301,Hradec Králové,,,Czech Republic,2013,93035,15.8370000,50.2130000,0.356436,0.168317,0.524750,0.188120,0.287130,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0311,Jihlava,,,Czech Republic,2013,50598,15.5860000,49.4050000,0.290000,0.070000,0.360000,0.360000,0.280000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0320,Karlovy Vary,,,Czech Republic,2001,49000,12.8520000,50.2390000,0.320000,0.020000,0.340000,0.450000,0.210000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0478,Pardubice,,,Czech Republic,2013,89552,15.8210000,50.0210000,0.280000,0.180000,0.460000,0.190000,0.350000,High income,Europe & Central Asia,YES,,The European Platform on Mobility Management,https://epomm.eu/ 
ID0502,Prague,,,Czech Republic,2017,1267000,14.4400000,50.0500000,0.221328,0.004024,0.225352,0.523139,0.251509,High income,Europe & Central Asia,YES,,Urban Audit,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/urban-audit
